tieneVehiculos;tieneMotos;numVehiculos;numMotos;id_hogar;id_vivienda;ciudad
2;2;0;0;1015000540104105102;101500054010410502;10150
2;2;0;0;1015000540104106102;101500054010410602;10150
2;2;0;0;1015000540104107102;101500054010410702;10150
2;2;0;0;1015000540104108102;101500054010410802;10150
2;2;0;0;1015000540104109102;101500054010410902;10150
2;2;0;0;1015000560102701103;101500056010270103;10150
2;1;0;1;1015000560102702103;101500056010270203;10150
2;2;0;0;1015000560102703103;101500056010270303;10150
1;2;2;0;1015000560102704103;101500056010270403;10150
2;2;0;0;1015000560102705103;101500056010270503;10150
2;2;0;0;1015000560102706103;101500056010270603;10150
2;2;0;0;1015000560102707103;101500056010270703;10150
2;2;0;0;1015000570102501101;101500057010250101;10150
2;2;0;0;1015000570102502101;101500057010250201;10150
2;2;0;0;1015000570102503101;101500057010250301;10150
2;2;0;0;1015000570102504101;101500057010250401;10150
2;2;0;0;1015000570102505101;101500057010250501;10150
2;1;0;1;1015000570102506101;101500057010250601;10150
2;2;0;0;1015000570102507101;101500057010250701;10150
2;2;0;0;1015000620203701101;101500062020370101;10150
2;1;0;2;1015000620203702101;101500062020370201;10150
1;2;1;0;1015000620203703101;101500062020370301;10150
1;2;1;0;1015000620203704101;101500062020370401;10150
1;2;1;0;1015000620203706101;101500062020370601;10150
1;2;1;0;1015000620203707101;101500062020370701;10150
2;2;0;0;1015000620203708101;101500062020370801;10150
1;2;1;0;1015000630302601102;101500063030260102;10150
2;2;0;0;1015000630302602102;101500063030260202;10150
2;1;0;1;1015000630302603102;101500063030260302;10150
1;2;1;0;1015000630302604102;101500063030260402;10150
2;2;0;0;1015000630302605102;101500063030260502;10150
1;2;1;0;1015000630302607102;101500063030260702;10150
1;2;1;0;1015000630302608102;101500063030260802;10150
1;2;1;0;1015000650404201103;101500065040420103;10150
2;2;0;0;1015000650404202103;101500065040420203;10150
2;2;0;0;1015000650404203103;101500065040420303;10150
1;2;2;0;1015000650404204103;101500065040420403;10150
1;2;1;0;1015000650404205103;101500065040420503;10150
2;2;0;0;1015000650404206103;101500065040420603;10150
1;2;1;0;1015000650404208103;101500065040420803;10150
2;2;0;0;1015000660204202103;101500066020420203;10150
2;2;0;0;1015000660204203103;101500066020420303;10150
2;2;0;0;1015000660204205103;101500066020420503;10150
2;2;0;0;1015000660204206103;101500066020420603;10150
2;2;0;0;1015000660204208103;101500066020420803;10150
1;2;1;0;1015000660204209103;101500066020420903;10150
2;2;0;0;1015000660204210103;101500066020421003;10150
2;2;0;0;1015000750102501101;101500075010250101;10150
2;2;0;0;1015000750102502101;101500075010250201;10150
2;2;0;0;1015000750102503101;101500075010250301;10150
1;2;1;0;1015000750102505101;101500075010250501;10150
1;2;1;0;1015000750102506101;101500075010250601;10150
2;2;0;0;1015000750102507101;101500075010250701;10150
1;2;2;0;1015000750102508101;101500075010250801;10150
2;2;0;0;1015000750204201103;101500075020420103;10150
1;2;2;0;1015000750204202103;101500075020420203;10150
2;2;0;0;1015000750204203103;101500075020420303;10150
1;2;1;0;1015000750204204103;101500075020420403;10150
1;2;1;0;1015000750204205103;101500075020420503;10150
2;2;0;0;1015000750204206103;101500075020420603;10150
2;2;0;0;1015000750204207103;101500075020420703;10150
2;2;0;0;1015000770302601102;101500077030260102;10150
1;2;1;0;1015000770302602102;101500077030260202;10150
2;2;0;0;1015000770302603102;101500077030260302;10150
1;2;1;0;1015000770302604102;101500077030260402;10150
1;2;1;0;1015000770302605102;101500077030260502;10150
2;2;0;0;1015000770302606102;101500077030260602;10150
1;2;1;0;1015000770302607102;101500077030260702;10150
1;2;1;0;1015000880104201103;101500088010420103;10150
1;2;1;0;1015000880104202103;101500088010420203;10150
1;2;1;0;1015000880104205103;101500088010420503;10150
2;2;0;0;1015000880104206103;101500088010420603;10150
2;2;0;0;1015000880104207103;101500088010420703;10150
1;1;2;1;1015000880104208103;101500088010420803;10150
2;2;0;0;1015000880104210103;101500088010421003;10150
2;2;0;0;1015000930302801101;101500093030280101;10150
1;2;1;0;1015000930302802101;101500093030280201;10150
1;2;1;0;1015000930302803101;101500093030280301;10150
1;2;1;0;1015000930302804101;101500093030280401;10150
1;2;1;0;1015000930302805101;101500093030280501;10150
1;2;1;0;1015000930302806101;101500093030280601;10150
1;2;2;0;1015000930302807101;101500093030280701;10150
1;2;1;0;1015001020402601102;101500102040260102;10150
2;2;0;0;1015001020402602102;101500102040260202;10150
1;2;1;0;1015001020402603102;101500102040260302;10150
2;1;0;2;1015001020402604102;101500102040260402;10150
2;2;0;0;1015001020402605102;101500102040260502;10150
2;2;0;0;1015001020402606102;101500102040260602;10150
2;2;0;0;1015001020402607102;101500102040260702;10150
1;2;2;0;1015001040102701103;101500104010270103;10150
2;2;0;0;1015001040102702103;101500104010270203;10150
1;2;1;0;1015001040102703103;101500104010270303;10150
2;2;0;0;1015001040102704103;101500104010270403;10150
1;2;1;0;1015001040102705103;101500104010270503;10150
2;2;0;0;1015001040102706103;101500104010270603;10150
1;2;1;0;1015001040102707103;101500104010270703;10150
1;2;1;0;1015001130103201102;101500113010320102;10150
1;2;1;0;1015001130103202102;101500113010320202;10150
1;2;1;0;1015001130103203102;101500113010320302;10150
2;2;0;0;1015001130103204102;101500113010320402;10150
2;2;0;0;1015001130103205102;101500113010320502;10150
2;2;0;0;1015001130103207102;101500113010320702;10150
1;2;1;0;1015001130103208102;101500113010320802;10150
1;2;2;0;1015001140203701101;101500114020370101;10150
2;2;0;0;1015001140203702101;101500114020370201;10150
1;1;2;1;1015001140203703101;101500114020370301;10150
2;2;0;0;1015001140203704101;101500114020370401;10150
2;2;0;0;1015001140203705101;101500114020370501;10150
2;2;0;0;1015001140203706101;101500114020370601;10150
1;2;2;0;1015001140203707101;101500114020370701;10150
1;2;1;0;1015001140302801101;101500114030280101;10150
1;2;1;0;1015001140302802101;101500114030280201;10150
2;2;0;0;1015001140302804101;101500114030280401;10150
1;2;1;0;1015001140302805101;101500114030280501;10150
1;2;1;0;1015001140302806101;101500114030280601;10150
2;2;0;0;1015001140302807101;101500114030280701;10150
1;2;1;0;1015001140302809101;101500114030280901;10150
1;1;1;1;1015001150103701101;101500115010370101;10150
1;2;1;0;1015001150103704101;101500115010370401;10150
1;2;2;0;1015001150103705101;101500115010370501;10150
1;2;1;0;1015001150103706101;101500115010370601;10150
1;2;1;0;1015001150103707101;101500115010370701;10150
1;2;1;0;1015001150103708101;101500115010370801;10150
1;2;2;0;1015001150103709101;101500115010370901;10150
2;2;0;0;1015001190203501103;101500119020350103;10150
1;2;2;0;1015001190203502103;101500119020350203;10150
1;2;1;0;1015001190203503103;101500119020350303;10150
1;2;1;0;1015001190203504103;101500119020350403;10150
1;1;1;1;1015001190203505103;101500119020350503;10150
2;2;0;0;1015001190203506103;101500119020350603;10150
2;2;0;0;1015001190203507103;101500119020350703;10150
2;2;0;0;1015001260104201103;101500126010420103;10150
1;2;1;0;1015001260104202103;101500126010420203;10150
2;2;0;0;1015001260104203103;101500126010420303;10150
2;2;0;0;1015001260104204103;101500126010420403;10150
1;2;1;0;1015001260104205103;101500126010420503;10150
2;2;0;0;1015001260104206103;101500126010420603;10150
1;2;2;0;1015001260104207103;101500126010420703;10150
1;2;1;0;1015001270203201102;101500127020320102;10150
1;2;2;0;1015001270203202102;101500127020320202;10150
1;2;2;0;1015001270203203102;101500127020320302;10150
2;2;0;0;1015001270203204102;101500127020320402;10150
1;2;1;0;1015001270203205102;101500127020320502;10150
2;2;0;0;1015001270203206102;101500127020320602;10150
1;2;1;0;1015001270203207102;101500127020320702;10150
1;2;2;0;1015001310303201102;101500131030320102;10150
2;2;0;0;1015001310303202102;101500131030320202;10150
2;2;0;0;1015001310303203102;101500131030320302;10150
2;2;0;0;1015001310303204102;101500131030320402;10150
1;2;1;0;1015001310303205102;101500131030320502;10150
2;1;0;1;1015001310303206102;101500131030320602;10150
2;2;0;0;1015001310303207102;101500131030320702;10150
1;2;1;0;1015001330203202102;101500133020320202;10150
2;2;0;0;1015001330203204102;101500133020320402;10150
1;2;1;0;1015001330203205102;101500133020320502;10150
2;2;0;0;1015001330203206102;101500133020320602;10150
1;2;1;0;1015001330203207102;101500133020320702;10150
1;2;1;0;1015001330203208102;101500133020320802;10150
2;1;0;1;1015001330203209102;101500133020320902;10150
2;2;0;0;1015001370104202103;101500137010420203;10150
2;1;0;1;1015001370104203103;101500137010420303;10150
2;2;0;0;1015001370104204103;101500137010420403;10150
2;2;0;0;1015001370104205103;101500137010420503;10150
1;2;1;0;1015001370104206103;101500137010420603;10150
2;2;0;0;1015001370104207103;101500137010420703;10150
1;2;1;0;1015001370104208103;101500137010420803;10150
1;2;1;0;1015001390502901101;101500139050290101;10150
1;2;1;0;1015001390502902101;101500139050290201;10150
1;2;1;0;1015001390502903101;101500139050290301;10150
1;2;1;0;1015001390502904101;101500139050290401;10150
2;2;0;0;1015001390502905101;101500139050290501;10150
1;2;1;0;1015001390502906101;101500139050290601;10150
2;2;0;0;1015001390502909101;101500139050290901;10150
2;2;0;0;1015001410203201102;101500141020320102;10150
1;2;2;0;1015001410203202102;101500141020320202;10150
2;1;0;1;1015001410203203102;101500141020320302;10150
1;1;1;1;1015001410203204102;101500141020320402;10150
2;2;0;0;1015001410203205102;101500141020320502;10150
2;2;0;0;1015001410203206102;101500141020320602;10150
1;2;1;0;1015001410203207102;101500141020320702;10150
2;2;0;0;1015001410404201103;101500141040420103;10150
2;2;0;0;1015001410404202103;101500141040420203;10150
1;2;1;0;1015001410404205103;101500141040420503;10150
2;2;0;0;1015001410404206103;101500141040420603;10150
2;1;0;2;1015001410404207103;101500141040420703;10150
1;2;1;0;1015001410404208103;101500141040420803;10150
1;2;1;0;1015001410404209103;101500141040420903;10150
1;2;1;0;1015001420103501103;101500142010350103;10150
1;2;1;0;1015001420103502103;101500142010350203;10150
2;2;0;0;1015001420103503103;101500142010350303;10150
1;2;1;0;1015001420103504103;101500142010350403;10150
1;2;1;0;1015001420103505103;101500142010350503;10150
2;2;0;0;1015001420103506103;101500142010350603;10150
2;2;0;0;1015001420103507103;101500142010350703;10150
2;2;0;0;1015001460202901101;101500146020290101;10150
2;2;0;0;1015001460202902101;101500146020290201;10150
2;2;0;0;1015001460202903101;101500146020290301;10150
1;2;1;0;1015001460202904101;101500146020290401;10150
1;2;1;0;1015001460202905101;101500146020290501;10150
2;2;0;0;1015001460202906101;101500146020290601;10150
1;2;1;0;1015001460202907101;101500146020290701;10150
1;2;1;0;1015001470203701101;101500147020370101;10150
1;2;1;0;1015001470203702101;101500147020370201;10150
1;1;1;1;1015001470203703101;101500147020370301;10150
2;2;0;0;1015001470203705101;101500147020370501;10150
2;2;0;0;1015001470203707101;101500147020370701;10150
2;2;0;0;1015001470203710101;101500147020371001;10150
2;2;0;0;1015001540103401103;101500154010340103;10150
1;2;2;0;1015001540103402103;101500154010340203;10150
2;2;0;0;1015001540103403103;101500154010340303;10150
2;2;0;0;1015001540103404103;101500154010340403;10150
2;1;0;1;1015001540103405103;101500154010340503;10150
2;2;0;0;1015001540103406103;101500154010340603;10150
2;2;0;0;1015001540103407103;101500154010340703;10150
1;2;1;0;1015001550102502101;101500155010250201;10150
1;2;1;0;1015001550102503101;101500155010250301;10150
2;2;0;0;1015001550102504101;101500155010250401;10150
1;2;1;0;1015001550102505101;101500155010250501;10150
2;2;0;0;1015001550102507101;101500155010250701;10150
2;2;0;0;1015001550102508101;101500155010250801;10150
2;2;0;0;1015001550102509101;101500155010250901;10150
1;2;1;0;1015001570203201102;101500157020320102;10150
1;1;1;1;1015001570203202102;101500157020320202;10150
2;2;0;0;1015001570203203102;101500157020320302;10150
1;2;2;0;1015001570203204102;101500157020320402;10150
2;2;0;0;1015001570203205102;101500157020320502;10150
2;2;0;0;1015001570203206102;101500157020320602;10150
2;2;0;0;1015001570203207102;101500157020320702;10150
2;1;0;1;1015001610202701103;101500161020270103;10150
1;2;1;0;1015001610202702103;101500161020270203;10150
2;2;0;0;1015001610202703103;101500161020270303;10150
1;2;1;0;1015001610202704103;101500161020270403;10150
2;2;0;0;1015001610202705103;101500161020270503;10150
2;2;0;0;1015001610202706103;101500161020270603;10150
2;2;0;0;1015001610202707103;101500161020270703;10150
1;2;1;0;1015001620403202102;101500162040320202;10150
2;2;0;0;1015001620403203102;101500162040320302;10150
2;2;0;0;1015001620403205102;101500162040320502;10150
2;2;0;0;1015001620403206102;101500162040320602;10150
2;2;0;0;1015001620403207102;101500162040320702;10150
1;2;2;0;1015001620403209102;101500162040320902;10150
1;2;1;0;1015001630204201103;101500163020420103;10150
1;2;1;0;1015001630204202103;101500163020420203;10150
2;1;0;1;1015001630204203103;101500163020420303;10150
2;2;0;0;1015001630204204103;101500163020420403;10150
2;2;0;0;1015001630204205103;101500163020420503;10150
2;2;0;0;1015001630204206103;101500163020420603;10150
1;2;1;0;1015001630204207103;101500163020420703;10150
2;2;0;0;1015001640203201102;101500164020320102;10150
2;2;0;0;1015001640203202102;101500164020320202;10150
2;1;0;1;1015001640203203102;101500164020320302;10150
2;2;0;0;1015001640203204102;101500164020320402;10150
1;2;1;0;1015001640203205102;101500164020320502;10150
1;2;1;0;1015001640203206102;101500164020320602;10150
1;2;1;0;1015001640203207102;101500164020320702;10150
1;2;3;0;1015001670203101102;101500167020310102;10150
2;2;0;0;1015001670203102102;101500167020310202;10150
1;2;1;0;1015001670203103102;101500167020310302;10150
2;2;0;0;1015001670203104102;101500167020310402;10150
2;2;0;0;1015001670203105102;101500167020310502;10150
2;2;0;0;1015001670203106102;101500167020310602;10150
1;2;2;0;1015001670203107102;101500167020310702;10150
2;2;0;0;1015001680304201103;101500168030420103;10150
2;2;0;0;1015001680304202103;101500168030420203;10150
1;2;1;0;1015001680304204103;101500168030420403;10150
1;2;2;0;1015001680304205103;101500168030420503;10150
1;2;1;0;1015001680304206103;101500168030420603;10150
2;2;0;0;1015001680304207103;101500168030420703;10150
2;2;0;0;1015001680304209103;101500168030420903;10150
2;2;0;0;1015001700102801101;101500170010280101;10150
1;2;1;0;1015001700102802101;101500170010280201;10150
2;2;0;0;1015001700102803101;101500170010280301;10150
1;2;1;0;1015001700102804101;101500170010280401;10150
1;2;1;0;1015001700102805101;101500170010280501;10150
2;2;0;0;1015001700102806101;101500170010280601;10150
2;2;0;0;1015001700102807101;101500170010280701;10150
2;2;0;0;1015001710204201103;101500171020420103;10150
1;2;1;0;1015001710204202103;101500171020420203;10150
2;2;0;0;1015001710204203103;101500171020420303;10150
2;2;0;0;1015001710204204103;101500171020420403;10150
2;2;0;0;1015001710204205103;101500171020420503;10150
2;2;0;0;1015001710204206103;101500171020420603;10150
2;2;0;0;1015001710204207103;101500171020420703;10150
2;1;0;1;1015001730203701101;101500173020370101;10150
1;2;2;0;1015001730203702101;101500173020370201;10150
1;2;1;0;1015001730203703101;101500173020370301;10150
2;2;0;0;1015001730203704101;101500173020370401;10150
1;2;2;0;1015001730203705101;101500173020370501;10150
2;2;0;0;1015001730203706101;101500173020370601;10150
2;2;0;0;1015001730203707101;101500173020370701;10150
2;2;0;0;1015001740304102102;101500174030410202;10150
1;2;1;0;1015001740304107102;101500174030410702;10150
2;2;0;0;1015001740304108102;101500174030410802;10150
2;2;0;0;1015001740304109102;101500174030410902;10150
2;2;0;0;1015001740304110102;101500174030411002;10150
2;2;0;0;1015001760203101102;101500176020310102;10150
1;2;1;0;1015001760203102102;101500176020310202;10150
2;2;0;0;1015001760203103102;101500176020310302;10150
1;2;1;0;1015001760203104102;101500176020310402;10150
1;2;1;0;1015001760203105102;101500176020310502;10150
1;2;1;0;1015001760203106102;101500176020310602;10150
2;2;0;0;1015001760203107102;101500176020310702;10150
2;2;0;0;1015001770102601102;101500177010260102;10150
1;1;1;1;1015001770102602102;101500177010260202;10150
2;2;0;0;1015001770102603102;101500177010260302;10150
2;2;0;0;1015001770102604102;101500177010260402;10150
1;2;1;0;1015001770102605102;101500177010260502;10150
1;2;1;0;1015001770102606102;101500177010260602;10150
2;2;0;0;1015001770102607102;101500177010260702;10150
2;2;0;0;1015001780103401103;101500178010340103;10150
1;2;1;0;1015001780103402103;101500178010340203;10150
1;2;1;0;1015001780103403103;101500178010340303;10150
1;2;1;0;1015001780103404103;101500178010340403;10150
1;2;2;0;1015001780103405103;101500178010340503;10150
2;2;0;0;1015001780103406103;101500178010340603;10150
1;2;1;0;1015001780103407103;101500178010340703;10150
2;2;0;0;1015001800303201102;101500180030320102;10150
1;2;1;0;1015001800303202102;101500180030320202;10150
2;1;0;1;1015001800303203102;101500180030320302;10150
2;2;0;0;1015001800303204102;101500180030320402;10150
2;2;0;0;1015001800303205102;101500180030320502;10150
2;2;0;0;1015001800303206102;101500180030320602;10150
1;2;1;0;1015001800303207102;101500180030320702;10150
1;2;1;0;1015001860103701101;101500186010370101;10150
2;2;0;0;1015001860103702101;101500186010370201;10150
1;2;1;0;1015001860103703101;101500186010370301;10150
2;2;0;0;1015001860103704101;101500186010370401;10150
2;2;0;0;1015001860103705101;101500186010370501;10150
2;2;0;0;1015001860103706101;101500186010370601;10150
2;2;0;0;1015001860103707101;101500186010370701;10150
1;2;1;0;1015001890202801101;101500189020280101;10150
2;1;0;1;1015001890202802101;101500189020280201;10150
1;2;1;0;1015001890202803101;101500189020280301;10150
1;2;1;0;1015001890202804101;101500189020280401;10150
2;2;0;0;1015001890202805101;101500189020280501;10150
2;2;0;0;1015001890202806101;101500189020280601;10150
1;2;2;0;1015001890202807101;101500189020280701;10150
1;2;1;0;1015001930202502101;101500193020250201;10150
1;2;2;0;1015001930202503101;101500193020250301;10150
1;1;1;1;1015001930202504101;101500193020250401;10150
1;2;1;0;1015001930202505101;101500193020250501;10150
2;2;0;0;1015001930202506101;101500193020250601;10150
1;2;1;0;1015001930202507101;101500193020250701;10150
2;2;0;0;1015001930202508101;101500193020250801;10150
1;2;2;0;1015001950203701101;101500195020370101;10150
2;2;0;0;1015001950203702101;101500195020370201;10150
2;2;0;0;1015001950203703101;101500195020370301;10150
2;1;0;1;1015001950203704101;101500195020370401;10150
2;2;0;0;1015001950203705101;101500195020370501;10150
2;2;0;0;1015001950203707101;101500195020370701;10150
2;2;0;0;1015001950203708101;101500195020370801;10150
1;2;1;0;1015001990502701103;101500199050270103;10150
2;2;0;0;1015001990502702103;101500199050270203;10150
1;2;1;0;1015001990502703103;101500199050270303;10150
1;2;1;0;1015001990502704103;101500199050270403;10150
2;2;0;0;1015001990502705103;101500199050270503;10150
1;2;1;0;1015001990502706103;101500199050270603;10150
2;2;0;0;1015001990502707103;101500199050270703;10150
2;2;0;0;1015002040102701103;101500204010270103;10150
2;2;0;0;1015002040102702103;101500204010270203;10150
2;2;0;0;1015002040102703103;101500204010270303;10150
2;2;0;0;1015002040102703203;101500204010270303;10150
1;2;1;0;1015002040102704103;101500204010270403;10150
1;2;1;0;1015002040102705103;101500204010270503;10150
1;2;1;0;1015002040102706103;101500204010270603;10150
1;2;1;0;1015002040102707103;101500204010270703;10150
2;1;0;1;1015002040303701101;101500204030370101;10150
2;2;0;0;1015002040303702101;101500204030370201;10150
1;2;2;0;1015002040303703101;101500204030370301;10150
1;2;2;0;1015002040303704101;101500204030370401;10150
2;2;0;0;1015002040303705101;101500204030370501;10150
1;2;1;0;1015002040303706101;101500204030370601;10150
1;1;2;1;1015002040303707101;101500204030370701;10150
1;2;1;0;1015002050104101102;101500205010410102;10150
2;2;0;0;1015002050104102102;101500205010410202;10150
1;1;1;1;1015002050104104102;101500205010410402;10150
2;2;0;0;1015002050104105102;101500205010410502;10150
1;2;2;0;1015002050104106102;101500205010410602;10150
1;2;2;0;1015002050104108102;101500205010410802;10150
1;2;1;0;1015002050104109102;101500205010410902;10150
1;2;2;0;1015002050202901101;101500205020290101;10150
2;2;0;0;1015002050202902101;101500205020290201;10150
1;2;1;0;1015002050202904101;101500205020290401;10150
1;2;2;0;1015002050202905101;101500205020290501;10150
1;2;2;0;1015002050202906101;101500205020290601;10150
1;2;1;0;1015002050202907101;101500205020290701;10150
1;2;1;0;1015002050202908101;101500205020290801;10150
2;2;0;0;1015002050402801101;101500205040280101;10150
2;2;0;0;1015002050402802101;101500205040280201;10150
2;2;0;0;1015002050402803101;101500205040280301;10150
2;2;0;0;1015002050402804101;101500205040280401;10150
1;2;1;0;1015002050402805101;101500205040280501;10150
1;2;1;0;1015002050402806101;101500205040280601;10150
1;2;1;0;1015002050402807101;101500205040280701;10150
2;2;0;0;1015002070302701103;101500207030270103;10150
2;2;0;0;1015002070302702103;101500207030270203;10150
1;2;1;0;1015002070302703103;101500207030270303;10150
1;2;1;0;1015002070302704103;101500207030270403;10150
1;2;1;0;1015002070302705103;101500207030270503;10150
2;1;0;2;1015002070302706103;101500207030270603;10150
2;2;0;0;1015002070302707103;101500207030270703;10150
2;2;0;0;1015002110202701103;101500211020270103;10150
1;2;1;0;1015002110202702103;101500211020270203;10150
2;2;0;0;1015002110202703103;101500211020270303;10150
1;2;1;0;1015002110202704103;101500211020270403;10150
1;2;1;0;1015002110202705103;101500211020270503;10150
2;2;0;0;1015002110202706103;101500211020270603;10150
1;2;2;0;1015002110202707103;101500211020270703;10150
1;2;1;0;1015002180302901101;101500218030290101;10150
2;1;0;1;1015002180302902101;101500218030290201;10150
2;2;0;0;1015002180302903101;101500218030290301;10150
2;2;0;0;1015002180302904101;101500218030290401;10150
1;2;1;0;1015002180302905101;101500218030290501;10150
