abastecimientoFrecuenteEcopais;gastoCombustibleElectricidadEcopais;abastecimientoFrecuenteElectricidad;gastoCombustibleElectricidadElectricidad;abastecimientoFrecuenteGas;gastoFrecuenteGas;abastecimientoFrecuenteSuper;gastoCombustibleElectricidadSuper;abastecimientoFrecuenteExtra;gastoCombustibleElectricidadExtra;abastecimientoFrecuenteDiesel;gastoCombustibleElectricidadDiesel;id_vivienda;id_hogar;ciudad
0;0;0;0;0;0;0;0;0;0;0;0;201509068010260102;2015090680102601102;20150
0;0;0;0;0;0;0;0;0;0;0;0;201509068010260202;2015090680102602102;20150
0;0;0;0;0;0;0;0;0;0;0;0;201509068010260302;2015090680102603102;20150
2;0;2;0;2;0;2;0;1;80;2;0;201509068010260402;2015090680102604102;20150
2;0;2;0;2;0;2;0;1;80;2;0;201509068010260502;2015090680102605102;20150
2;0;2;0;2;0;2;0;2;0;1;60;201509068010260602;2015090680102606102;20150
0;0;0;0;0;0;0;0;0;0;0;0;201509068010260702;2015090680102607102;20150
0;0;0;0;0;0;0;0;0;0;0;0;201509078020350103;2015090780203501103;20150
0;0;0;0;0;0;0;0;0;0;0;0;201509078020350203;2015090780203502103;20150
2;0;2;0;2;0;2;0;2;0;1;50;201509078020350303;2015090780203503103;20150
0;0;0;0;0;0;0;0;0;0;0;0;201509078020350403;2015090780203504103;20150
0;0;0;0;0;0;0;0;0;0;0;0;201509078020350503;2015090780203505103;20150
0;0;0;0;0;0;0;0;0;0;0;0;201509078020350603;2015090780203506103;20150
0;0;0;0;0;0;0;0;0;0;0;0;201509078020350703;2015090780203507103;20150
0;0;0;0;0;0;0;0;0;0;0;0;201509088020340103;2015090880203401103;20150
2;0;2;0;2;0;2;0;2;0;1;80;201509088020340203;2015090880203402103;20150
0;0;0;0;0;0;0;0;0;0;0;0;201509088020340303;2015090880203403103;20150
0;0;0;0;0;0;0;0;0;0;0;0;201509088020340403;2015090880203404103;20150
0;0;0;0;0;0;0;0;0;0;0;0;201509088020340503;2015090880203405103;20150
0;0;0;0;0;0;0;0;0;0;0;0;201509088020340603;2015090880203406103;20150
0;0;0;0;0;0;0;0;0;0;0;0;201509088020340703;2015090880203407103;20150
0;0;0;0;0;0;0;0;0;0;0;0;201519005020310102;2015190050203101102;20151
0;0;0;0;0;0;0;0;0;0;0;0;201519005020310202;2015190050203102102;20151
0;0;0;0;0;0;0;0;0;0;0;0;201519005020310502;2015190050203105102;20151
0;0;0;0;0;0;0;0;0;0;0;0;201519005020310602;2015190050203106102;20151
0;0;0;0;0;0;0;0;0;0;0;0;201519005020310702;2015190050203107102;20151
2;0;2;0;2;0;2;0;1;50;2;0;201559004020250101;2015590040202501101;20155
0;0;0;0;0;0;0;0;0;0;0;0;201559004020250201;2015590040202502101;20155
2;0;2;0;2;0;2;0;1;10;2;0;201559004020250301;2015590040202503101;20155
0;0;0;0;0;0;0;0;0;0;0;0;201559004020250401;2015590040202504101;20155
0;0;0;0;0;0;0;0;0;0;0;0;201559004020250501;2015590040202505101;20155
0;0;0;0;0;0;0;0;0;0;0;0;201559004020250601;2015590040202506101;20155
0;0;0;0;0;0;0;0;0;0;0;0;201559004020250701;2015590040202507101;20155
0;0;0;0;0;0;0;0;0;0;0;0;201559009020260102;2015590090202601102;20155
0;0;0;0;0;0;0;0;0;0;0;0;201559009020260202;2015590090202602102;20155
0;0;0;0;0;0;0;0;0;0;0;0;201559009020260302;2015590090202603102;20155
0;0;0;0;0;0;0;0;0;0;0;0;201559009020260402;2015590090202604102;20155
0;0;0;0;0;0;0;0;0;0;0;0;201559009020260502;2015590090202605102;20155
2;0;2;0;2;0;2;0;1;20;2;0;201559009020260602;2015590090202606102;20155
0;0;0;0;0;0;0;0;0;0;0;0;201559009020260702;2015590090202607102;20155
0;0;0;0;0;0;0;0;0;0;0;0;201559013010370101;2015590130103701101;20155
2;0;2;0;2;0;2;0;1;10;2;0;201559013010370201;2015590130103702101;20155
0;0;0;0;0;0;0;0;0;0;0;0;201559013010370301;2015590130103703101;20155
0;0;0;0;0;0;0;0;0;0;0;0;201559013010370401;2015590130103704101;20155
2;0;2;0;2;0;2;0;1;10;2;0;201559013010370501;2015590130103705101;20155
0;0;0;0;0;0;0;0;0;0;0;0;201559013010370601;2015590130103706101;20155
0;0;0;0;0;0;0;0;0;0;0;0;201559013010370701;2015590130103707101;20155
0;0;0;0;0;0;0;0;0;0;0;0;201590001010270103;2015900010102701103;20159
0;0;0;0;0;0;0;0;0;0;0;0;201590001010270203;2015900010102702103;20159
0;0;0;0;0;0;0;0;0;0;0;0;201590001010270303;2015900010102703103;20159
0;0;0;0;0;0;0;0;0;0;0;0;201590001010270503;2015900010102705103;20159
0;0;0;0;0;0;0;0;0;0;0;0;201590001010270603;2015900010102706103;20159
0;0;0;0;0;0;0;0;0;0;0;0;201590001010270703;2015900010102707103;20159
0;0;0;0;0;0;0;0;0;0;0;0;201599025020280101;2015990250202801101;20159
0;0;0;0;0;0;0;0;0;0;0;0;201599025020280201;2015990250202802101;20159
0;0;0;0;0;0;0;0;0;0;0;0;201599025020280401;2015990250202804101;20159
0;0;0;0;0;0;0;0;0;0;0;0;201599025020280601;2015990250202806101;20159
0;0;0;0;0;0;0;0;0;0;0;0;201599025020280701;2015990250202807101;20159
0;0;0;0;0;0;0;0;0;0;0;0;201599025020280901;2015990250202809101;20159
0;0;0;0;0;0;0;0;0;0;0;0;201599025020281001;2015990250202810101;20159
0;0;0;0;0;0;0;0;0;0;0;0;201600002040290101;2016000020402901101;20160
0;0;0;0;0;0;0;0;0;0;0;0;201600002040290201;2016000020402902101;20160
0;0;0;0;0;0;0;0;0;0;0;0;201600002040290301;2016000020402903101;20160
1;20;2;0;2;0;2;0;2;0;2;0;201600002040290401;2016000020402904101;20160
2;0;2;0;2;0;2;0;2;0;1;30;201600002040290501;2016000020402905101;20160
0;0;0;0;0;0;0;0;0;0;0;0;201600002040290601;2016000020402906101;20160
0;0;0;0;0;0;0;0;0;0;0;0;201600002040290701;2016000020402907101;20160
0;0;0;0;0;0;0;0;0;0;0;0;202500001010420103;2025000010104201103;20250
0;0;0;0;0;0;0;0;0;0;0;0;202500001010420203;2025000010104202103;20250
0;0;0;0;0;0;0;0;0;0;0;0;202500001010420303;2025000010104203103;20250
0;0;0;0;0;0;0;0;0;0;0;0;202500001010420403;2025000010104204103;20250
2;0;2;0;2;0;2;0;1;15;2;0;202500001010420503;2025000010104205103;20250
0;0;0;0;0;0;0;0;0;0;0;0;202500001010420703;2025000010104207103;20250
0;0;0;0;0;0;0;0;0;0;0;0;202500001010420803;2025000010104208103;20250
0;0;0;0;0;0;0;0;0;0;0;0;202500004020350103;2025000040203501103;20250
0;0;0;0;0;0;0;0;0;0;0;0;202500004020350203;2025000040203502103;20250
0;0;0;0;0;0;0;0;0;0;0;0;202500004020350303;2025000040203503103;20250
1;14;2;0;2;0;2;0;2;0;2;0;202500004020350403;2025000040203504103;20250
0;0;0;0;0;0;0;0;0;0;0;0;202500004020350503;2025000040203505103;20250
0;0;0;0;0;0;0;0;0;0;0;0;202500004020350603;2025000040203506103;20250
0;0;0;0;0;0;0;0;0;0;0;0;202500004020350703;2025000040203507103;20250
0;0;0;0;0;0;0;0;0;0;0;0;202500007020310102;2025000070203101102;20250
0;0;0;0;0;0;0;0;0;0;0;0;202500007020310202;2025000070203102102;20250
0;0;0;0;0;0;0;0;0;0;0;0;202500007020310302;2025000070203103102;20250
0;0;0;0;0;0;0;0;0;0;0;0;202500007020310402;2025000070203104102;20250
0;0;0;0;0;0;0;0;0;0;0;0;202500007020310502;2025000070203105102;20250
2;0;2;0;2;0;2;0;2;0;1;20;202500007020310602;2025000070203106102;20250
0;0;0;0;0;0;0;0;0;0;0;0;202500007020310702;2025000070203107102;20250
0;0;0;0;0;0;0;0;0;0;0;0;202509007010340103;2025090070103401103;20250
0;0;0;0;0;0;0;0;0;0;0;0;202509007010340203;2025090070103402103;20250
0;0;0;0;0;0;0;0;0;0;0;0;202509007010340303;2025090070103403103;20250
0;0;0;0;0;0;0;0;0;0;0;0;202509007010340403;2025090070103404103;20250
0;0;0;0;0;0;0;0;0;0;0;0;202509007010340503;2025090070103405103;20250
2;0;2;0;2;0;2;0;1;20;2;0;202509007010340603;2025090070103406103;20250
0;0;0;0;0;0;0;0;0;0;0;0;202509007010340703;2025090070103407103;20250
0;0;0;0;0;0;0;0;0;0;0;0;202509012020420103;2025090120204201103;20250
0;0;0;0;0;0;0;0;0;0;0;0;202509012020420103;2025090120204201203;20250
2;0;2;0;2;0;2;0;1;10;2;0;202509012020420203;2025090120204202103;20250
0;0;0;0;0;0;0;0;0;0;0;0;202509012020420303;2025090120204203103;20250
0;0;0;0;0;0;0;0;0;0;0;0;202509012020420503;2025090120204205103;20250
0;0;0;0;0;0;0;0;0;0;0;0;202509012020420703;2025090120204207103;20250
2;0;2;0;2;0;2;0;2;0;1;30;202509012020420803;2025090120204208103;20250
2;0;2;0;2;0;2;0;1;6;2;0;202509012020420903;2025090120204209103;20250
0;0;0;0;0;0;0;0;0;0;0;0;202510002020310102;2025100020203101102;20251
0;0;0;0;0;0;0;0;0;0;0;0;202510002020310202;2025100020203102102;20251
0;0;0;0;0;0;0;0;0;0;0;0;202510002020310302;2025100020203103102;20251
1;20;2;0;2;0;2;0;2;0;2;0;202510002020310402;2025100020203104102;20251
1;20;2;0;2;0;2;0;2;0;2;0;202510002020310502;2025100020203105102;20251
0;0;0;0;0;0;0;0;0;0;0;0;202510002020310602;2025100020203106102;20251
0;0;0;0;0;0;0;0;0;0;0;0;202510002020310702;2025100020203107102;20251
0;0;0;0;0;0;0;0;0;0;0;0;202519008010250101;2025190080102501101;20251
0;0;0;0;0;0;0;0;0;0;0;0;202519008010250201;2025190080102502101;20251
0;0;0;0;0;0;0;0;0;0;0;0;202519008010250301;2025190080102503101;20251
0;0;0;0;0;0;0;0;0;0;0;0;202519008010250401;2025190080102504101;20251
0;0;0;0;0;0;0;0;0;0;0;0;202519008010250501;2025190080102505101;20251
0;0;0;0;0;0;0;0;0;0;0;0;202519008010250801;2025190080102508101;20251
0;0;0;0;0;0;0;0;0;0;0;0;203500001020340103;2035000010203401103;20350
0;0;0;0;0;0;0;0;0;0;0;0;203500001020340203;2035000010203402103;20350
0;0;0;0;0;0;0;0;0;0;0;0;203500001020340303;2035000010203403103;20350
0;0;0;0;0;0;0;0;0;0;0;0;203500001020340403;2035000010203404103;20350
0;0;0;0;0;0;0;0;0;0;0;0;203500001020340503;2035000010203405103;20350
0;0;0;0;0;0;0;0;0;0;0;0;203500001020340603;2035000010203406103;20350
0;0;0;0;0;0;0;0;0;0;0;0;203500001020340703;2035000010203407103;20350
0;0;0;0;0;0;0;0;0;0;0;0;203500002040420203;2035000020404202103;20350
2;0;2;0;2;0;2;0;1;30;2;0;203500002040420303;2035000020404203103;20350
0;0;0;0;0;0;0;0;0;0;0;0;203500002040420403;2035000020404204103;20350
0;0;0;0;0;0;0;0;0;0;0;0;203500002040420503;2035000020404205103;20350
0;0;0;0;0;0;0;0;0;0;0;0;203500002040420603;2035000020404206103;20350
0;0;0;0;0;0;0;0;0;0;0;0;203500002040420703;2035000020404207103;20350
1;80;2;0;2;0;2;0;2;0;2;0;203500003020290101;2035000030202901101;20350
2;0;2;0;2;0;2;0;2;0;1;100;203500003020290201;2035000030202902101;20350
1;100;2;0;2;0;2;0;2;0;2;0;203500003020290301;2035000030202903101;20350
1;100;2;0;2;0;2;0;2;0;2;0;203500003020290401;2035000030202904101;20350
1;100;2;0;2;0;2;0;2;0;2;0;203500003020290501;2035000030202905101;20350
1;60;2;0;2;0;2;0;2;0;2;0;203500003020290601;2035000030202906101;20350
1;60;2;0;2;0;2;0;2;0;2;0;203500003020290701;2035000030202907101;20350
2;0;2;0;2;0;2;0;1;20;2;0;203500005020310102;2035000050203101102;20350
0;0;0;0;0;0;0;0;0;0;0;0;203500005020310202;2035000050203102102;20350
0;0;0;0;0;0;0;0;0;0;0;0;203500005020310302;2035000050203103102;20350
2;0;2;0;2;0;2;0;1;60;2;0;203500005020310602;2035000050203106102;20350
0;0;0;0;0;0;0;0;0;0;0;0;203500005020310702;2035000050203107102;20350
2;0;2;0;2;0;2;0;1;20;2;0;203500005020310802;2035000050203108102;20350
0;0;0;0;0;0;0;0;0;0;0;0;203500008020350103;2035000080203501103;20350
0;0;0;0;0;0;0;0;0;0;0;0;203500008020350203;2035000080203502103;20350
0;0;0;0;0;0;0;0;0;0;0;0;203500008020350303;2035000080203503103;20350
0;0;0;0;0;0;0;0;0;0;0;0;203500008020350403;2035000080203504103;20350
0;0;0;0;0;0;0;0;0;0;0;0;203500008020350503;2035000080203505103;20350
2;0;2;0;2;0;1;60;2;0;2;0;203500008020350603;2035000080203506103;20350
0;0;0;0;0;0;0;0;0;0;0;0;203500008020350703;2035000080203507103;20350
0;0;0;0;0;0;0;0;0;0;0;0;203509005030410102;2035090050304101102;20350
2;0;2;0;2;0;2;0;1;80;2;0;203509005030410202;2035090050304102102;20350
0;0;0;0;0;0;0;0;0;0;0;0;203509005030410302;2035090050304103102;20350
2;0;2;0;2;0;2;0;1;100;2;0;203509005030410402;2035090050304104102;20350
0;0;0;0;0;0;0;0;0;0;0;0;203509005030410502;2035090050304105102;20350
2;0;2;0;2;0;2;0;2;0;1;50;203509005030410702;2035090050304107102;20350
0;0;0;0;0;0;0;0;0;0;0;0;203509005030410902;2035090050304109102;20350
2;0;2;0;2;0;2;0;1;35;2;0;203510001020250101;2035100010202501101;20351
0;0;0;0;0;0;0;0;0;0;0;0;203510001020250201;2035100010202502101;20351
0;0;0;0;0;0;0;0;0;0;0;0;203510001020250301;2035100010202503101;20351
0;0;0;0;0;0;0;0;0;0;0;0;203510001020250401;2035100010202504101;20351
0;0;0;0;0;0;0;0;0;0;0;0;203510001020250501;2035100010202505101;20351
2;0;2;0;2;0;2;0;1;22;2;0;203510001020250601;2035100010202506101;20351
0;0;0;0;0;0;0;0;0;0;0;0;203510001020250701;2035100010202507101;20351
1;100;2;0;2;0;2;0;2;0;2;0;203510001050370101;2035100010503701101;20351
0;0;0;0;0;0;0;0;0;0;0;0;203510001050370201;2035100010503702101;20351
1;60;2;0;2;0;2;0;2;0;2;0;203510001050370301;2035100010503703101;20351
1;80;2;0;2;0;2;0;2;0;2;0;203510001050370501;2035100010503705101;20351
1;100;2;0;2;0;2;0;2;0;2;0;203510001050370601;2035100010503706101;20351
2;0;2;0;2;0;2;0;2;0;1;150;203510001050370701;2035100010503707101;20351
1;120;2;0;2;0;2;0;2;0;2;0;203510001050370801;2035100010503708101;20351
0;0;0;0;0;0;0;0;0;0;0;0;203530001010270103;2035300010102701103;20353
0;0;0;0;0;0;0;0;0;0;0;0;203530001010270203;2035300010102702103;20353
2;0;2;0;2;0;2;0;1;30;2;0;203530001010270303;2035300010102703103;20353
0;0;0;0;0;0;0;0;0;0;0;0;203530001010270403;2035300010102704103;20353
0;0;0;0;0;0;0;0;0;0;0;0;203530001010270503;2035300010102705103;20353
2;0;2;0;2;0;2;0;1;30;2;0;203530001010270703;2035300010102707103;20353
0;0;0;0;0;0;0;0;0;0;0;0;203530001010270803;2035300010102708103;20353
0;0;0;0;0;0;0;0;0;0;0;0;203549002010320102;2035490020103201102;20354
0;0;0;0;0;0;0;0;0;0;0;0;203549002010320202;2035490020103202102;20354
0;0;0;0;0;0;0;0;0;0;0;0;203549002010320302;2035490020103203102;20354
0;0;0;0;0;0;0;0;0;0;0;0;203549002010320402;2035490020103204102;20354
0;0;0;0;0;0;0;0;0;0;0;0;203549002010320502;2035490020103205102;20354
0;0;0;0;0;0;0;0;0;0;0;0;203549002010320602;2035490020103206102;20354
0;0;0;0;0;0;0;0;0;0;0;0;203549002010320702;2035490020103207102;20354
2;0;2;0;2;0;2;0;2;0;1;50;203559004030310102;2035590040303101102;20355
0;0;0;0;0;0;0;0;0;0;0;0;203559004030310202;2035590040303102102;20355
0;0;0;0;0;0;0;0;0;0;0;0;203559004030310302;2035590040303103102;20355
0;0;0;0;0;0;0;0;0;0;0;0;203559004030310402;2035590040303104102;20355
0;0;0;0;0;0;0;0;0;0;0;0;203559004030310502;2035590040303105102;20355
1;10;2;0;2;0;2;0;2;0;2;0;203559004030310602;2035590040303106102;20355
0;0;0;0;0;0;0;0;0;0;0;0;203559004030310702;2035590040303107102;20355
0;0;0;0;0;0;0;0;0;0;0;0;203559011010410202;2035590110104102102;20355
0;0;0;0;0;0;0;0;0;0;0;0;203559011010410302;2035590110104103102;20355
0;0;0;0;0;0;0;0;0;0;0;0;203559011010410402;2035590110104104102;20355
0;0;0;0;0;0;0;0;0;0;0;0;203559011010410502;2035590110104105102;20355
2;0;2;0;2;0;2;0;1;20;2;0;203559011010410702;2035590110104107102;20355
0;0;0;0;0;0;0;0;0;0;0;0;203559011010410902;2035590110104109102;20355
2;0;2;0;2;0;2;0;2;0;1;30;204500002050290201;2045000020502902101;20450
0;0;0;0;0;0;0;0;0;0;0;0;204500002050290301;2045000020502903101;20450
0;0;0;0;0;0;0;0;0;0;0;0;204500002050290401;2045000020502904101;20450
0;0;0;0;0;0;0;0;0;0;0;0;204500002050290501;2045000020502905101;20450
0;0;0;0;0;0;0;0;0;0;0;0;204500002050290601;2045000020502906101;20450
1;90;2;0;2;0;2;0;2;0;2;0;204500002050290701;2045000020502907101;20450
2;0;2;0;2;0;2;0;1;20;2;0;204500002050290801;2045000020502908101;20450
0;0;0;0;0;0;0;0;0;0;0;0;204500003030410402;2045000030304104102;20450
0;0;0;0;0;0;0;0;0;0;0;0;204500003030410502;2045000030304105102;20450
0;0;0;0;0;0;0;0;0;0;0;0;204500003030410602;2045000030304106102;20450
0;0;0;0;0;0;0;0;0;0;0;0;204500003030410702;2045000030304107102;20450
0;0;0;0;0;0;0;0;0;0;0;0;204500003030410802;2045000030304108102;20450
0;0;0;0;0;0;0;0;0;0;0;0;204500003030410902;2045000030304109102;20450
1;50;2;0;2;0;2;0;2;0;2;0;204500003030411002;2045000030304110102;20450
0;0;0;0;0;0;0;0;0;0;0;0;204500007030310102;2045000070303101102;20450
0;0;0;0;0;0;0;0;0;0;0;0;204500007030310202;2045000070303102102;20450
0;0;0;0;0;0;0;0;0;0;0;0;204500007030310302;2045000070303103102;20450
2;0;2;0;2;0;2;0;1;45;2;0;204500007030310502;2045000070303105102;20450
0;0;0;0;0;0;0;0;0;0;0;0;204500007030310602;2045000070303106102;20450
0;0;0;0;0;0;0;0;0;0;0;0;204500007030310802;2045000070303108102;20450
2;0;2;0;2;0;2;0;1;15;2;0;204500007030310902;2045000070303109102;20450
1;20;2;0;2;0;2;0;2;0;2;0;204500009010260102;2045000090102601102;20450
0;0;0;0;0;0;0;0;0;0;0;0;204500009010260202;2045000090102602102;20450
0;0;0;0;0;0;0;0;0;0;0;0;204500009010260302;2045000090102603102;20450
0;0;0;0;0;0;0;0;0;0;0;0;204500009010260402;2045000090102604102;20450
2;0;2;0;2;0;2;0;1;40;2;0;204500009010260502;2045000090102605102;20450
0;0;0;0;0;0;0;0;0;0;0;0;204500009010260602;2045000090102606102;20450
0;0;0;0;0;0;0;0;0;0;0;0;204500009010260702;2045000090102607102;20450
0;0;0;0;0;0;0;0;0;0;0;0;204500011020270103;2045000110202701103;20450
0;0;0;0;0;0;0;0;0;0;0;0;204500011020270203;2045000110202702103;20450
2;0;2;0;2;0;2;0;1;40;2;0;204500011020270303;2045000110202703103;20450
0;0;0;0;0;0;0;0;0;0;0;0;204500011020270403;2045000110202704103;20450
0;0;0;0;0;0;0;0;0;0;0;0;204500011020270503;2045000110202705103;20450
0;0;0;0;0;0;0;0;0;0;0;0;204500011020270603;2045000110202706103;20450
2;0;2;0;2;0;2;0;1;30;2;0;204500011020270703;2045000110202707103;20450
0;0;0;0;0;0;0;0;0;0;0;0;204500012010370101;2045000120103701101;20450
0;0;0;0;0;0;0;0;0;0;0;0;204500012010370501;2045000120103705101;20450
0;0;0;0;0;0;0;0;0;0;0;0;204500012010370601;2045000120103706101;20450
1;20;2;0;2;0;2;0;2;0;2;0;204500012010370701;2045000120103707101;20450
0;0;0;0;0;0;0;0;0;0;0;0;204500012010370801;2045000120103708101;20450
1;40;2;0;2;0;2;0;2;0;2;0;204509006020280101;2045090060202801101;20450
0;0;0;0;0;0;0;0;0;0;0;0;204509006020280201;2045090060202802101;20450
0;0;0;0;0;0;0;0;0;0;0;0;204509006020280301;2045090060202803101;20450
0;0;0;0;0;0;0;0;0;0;0;0;204509006020280401;2045090060202804101;20450
0;0;0;0;0;0;0;0;0;0;0;0;204509006020280501;2045090060202805101;20450
1;50;2;0;2;0;2;0;2;0;2;0;204509006020280601;2045090060202806101;20450
0;0;0;0;0;0;0;0;0;0;0;0;204509006020280701;2045090060202807101;20450
0;0;0;0;0;0;0;0;0;0;0;0;205500003010320102;2055000030103201102;20550
0;0;0;0;0;0;0;0;0;0;0;0;205500003010320202;2055000030103202102;20550
0;0;0;0;0;0;0;0;0;0;0;0;205500003010320302;2055000030103203102;20550
2;0;2;0;2;0;2;0;1;100;2;0;205500003010320402;2055000030103204102;20550
0;0;0;0;0;0;0;0;0;0;0;0;205500003010320502;2055000030103205102;20550
0;0;0;0;0;0;0;0;0;0;0;0;205500003010320602;2055000030103206102;20550
0;0;0;0;0;0;0;0;0;0;0;0;205500003010320702;2055000030103207102;20550
1;100;2;0;2;0;2;0;2;0;2;0;205500010030370101;2055000100303701101;20550
1;100;2;0;2;0;2;0;2;0;2;0;205500010030370201;2055000100303702101;20550
1;80;2;0;2;0;2;0;2;0;2;0;205500010030370301;2055000100303703101;20550
1;100;2;0;2;0;2;0;2;0;2;0;205500010030370501;2055000100303705101;20550
0;0;0;0;0;0;0;0;0;0;0;0;205500010030370601;2055000100303706101;20550
0;0;0;0;0;0;0;0;0;0;0;0;205500010030370701;2055000100303707101;20550
1;50;2;0;2;0;2;0;2;0;2;0;205500010030370801;2055000100303708101;20550
2;0;2;0;2;0;2;0;1;80;2;0;205500012030270103;2055000120302701103;20550
2;0;2;0;2;0;2;0;1;100;2;0;205500012030270203;2055000120302702103;20550
0;0;0;0;0;0;0;0;0;0;0;0;205500012030270303;2055000120302703103;20550
0;0;0;0;0;0;0;0;0;0;0;0;205500012030270403;2055000120302704103;20550
2;0;2;0;2;0;2;0;1;100;2;0;205500012030270503;2055000120302705103;20550
0;0;0;0;0;0;0;0;0;0;0;0;205500012030270603;2055000120302706103;20550
0;0;0;0;0;0;0;0;0;0;0;0;205500012030270803;2055000120302708103;20550
0;0;0;0;0;0;0;0;0;0;0;0;205509008020270103;2055090080202701103;20550
2;0;2;0;2;0;2;0;1;60;2;0;205509008020270203;2055090080202702103;20550
0;0;0;0;0;0;0;0;0;0;0;0;205509008020270303;2055090080202703103;20550
0;0;0;0;0;0;0;0;0;0;0;0;205509008020270403;2055090080202704103;20550
0;0;0;0;0;0;0;0;0;0;0;0;205509008020270503;2055090080202705103;20550
0;0;0;0;0;0;0;0;0;0;0;0;205509008020270603;2055090080202706103;20550
0;0;0;0;0;0;0;0;0;0;0;0;205509008020270703;2055090080202707103;20550
2;0;2;0;2;0;2;0;1;15;2;0;205509015020290101;2055090150202901101;20550
0;0;0;0;0;0;0;0;0;0;0;0;205509015020290201;2055090150202902101;20550
0;0;0;0;0;0;0;0;0;0;0;0;205509015020290301;2055090150202903101;20550
0;0;0;0;0;0;0;0;0;0;0;0;205509015020290401;2055090150202904101;20550
2;0;2;0;2;0;2;0;1;20;2;0;205509015020290501;2055090150202905101;20550
0;0;0;0;0;0;0;0;0;0;0;0;205509015020290601;2055090150202906101;20550
2;0;2;0;2;0;2;0;1;20;2;0;205509015020290701;2055090150202907101;20550
0;0;0;0;0;0;0;0;0;0;0;0;205509017020420203;2055090170204202103;20550
2;0;2;0;2;0;2;0;1;60;2;0;205509017020420303;2055090170204203103;20550
0;0;0;0;0;0;0;0;0;0;0;0;205509017020420403;2055090170204204103;20550
0;0;0;0;0;0;0;0;0;0;0;0;205509017020420503;2055090170204205103;20550
0;0;0;0;0;0;0;0;0;0;0;0;205509017020420603;2055090170204206103;20550
0;0;0;0;0;0;0;0;0;0;0;0;205509017020420703;2055090170204207103;20550
0;0;0;0;0;0;0;0;0;0;0;0;205509017020420803;2055090170204208103;20550
0;0;0;0;0;0;0;0;0;0;0;0;205510001020260102;2055100010202601102;20551
0;0;0;0;0;0;0;0;0;0;0;0;205510001020260102;2055100010202601202;20551
0;0;0;0;0;0;0;0;0;0;0;0;205510001020260202;2055100010202602102;20551
1;80;2;0;2;0;2;0;2;0;2;0;205510001020260402;2055100010202604102;20551
0;0;0;0;0;0;0;0;0;0;0;0;205510001020260502;2055100010202605102;20551
0;0;0;0;0;0;0;0;0;0;0;0;205510001020260602;2055100010202606102;20551
0;0;0;0;0;0;0;0;0;0;0;0;205510001020260702;2055100010202607102;20551
0;0;0;0;0;0;0;0;0;0;0;0;205510001020260802;2055100010202608102;20551
0;0;0;0;0;0;0;0;0;0;0;0;205540001080320102;2055400010803201102;20554
0;0;0;0;0;0;0;0;0;0;0;0;205540001080320202;2055400010803202102;20554
0;0;0;0;0;0;0;0;0;0;0;0;205540001080320402;2055400010803204102;20554
0;0;0;0;0;0;0;0;0;0;0;0;205540001080320502;2055400010803205102;20554
2;0;2;0;2;0;2;0;1;10;1;25;205540001080320602;2055400010803206102;20554
2;0;2;0;2;0;2;0;1;50;2;0;205540001080320702;2055400010803207102;20554
2;0;2;0;2;0;2;0;1;40;2;0;205549008010410102;2055490080104101102;20554
0;0;0;0;0;0;0;0;0;0;0;0;205549008010410202;2055490080104102102;20554
0;0;0;0;0;0;0;0;0;0;0;0;205549008010410302;2055490080104103102;20554
0;0;0;0;0;0;0;0;0;0;0;0;205549008010410402;2055490080104104102;20554
0;0;0;0;0;0;0;0;0;0;0;0;205549008010410502;2055490080104105102;20554
0;0;0;0;0;0;0;0;0;0;0;0;205549008010410602;2055490080104106102;20554
0;0;0;0;0;0;0;0;0;0;0;0;205549008010410802;2055490080104108102;20554
0;0;0;0;0;0;0;0;0;0;0;0;205550001010290101;2055500010102901101;20555
0;0;0;0;0;0;0;0;0;0;0;0;205550001010290201;2055500010102902101;20555
0;0;0;0;0;0;0;0;0;0;0;0;205550001010290301;2055500010102903101;20555
0;0;0;0;0;0;0;0;0;0;0;0;205550001010290401;2055500010102904101;20555
0;0;0;0;0;0;0;0;0;0;0;0;205550001010290501;2055500010102905101;20555
0;0;0;0;0;0;0;0;0;0;0;0;205550001010290601;2055500010102906101;20555
2;0;2;0;2;0;2;0;2;0;1;50;205550001010290801;2055500010102908101;20555
0;0;0;0;0;0;0;0;0;0;0;0;205550001030350103;2055500010303501103;20555
2;0;2;0;2;0;2;0;1;100;2;0;205550001030350203;2055500010303502103;20555
0;0;0;0;0;0;0;0;0;0;0;0;205550001030350303;2055500010303503103;20555
0;0;0;0;0;0;0;0;0;0;0;0;205550001030350403;2055500010303504103;20555
0;0;0;0;0;0;0;0;0;0;0;0;205550001030350503;2055500010303505103;20555
0;0;0;0;0;0;0;0;0;0;0;0;205550001030350603;2055500010303506103;20555
2;0;2;0;2;0;2;0;2;0;1;20;205550001030350703;2055500010303507103;20555
0;0;0;0;0;0;0;0;0;0;0;0;206500002010280101;2065000020102801101;20650
0;0;0;0;0;0;0;0;0;0;0;0;206500002010280201;2065000020102802101;20650
0;0;0;0;0;0;0;0;0;0;0;0;206500002010280301;2065000020102803101;20650
0;0;0;0;0;0;0;0;0;0;0;0;206500002010280401;2065000020102804101;20650
0;0;0;0;0;0;0;0;0;0;0;0;206500002010280501;2065000020102805101;20650
0;0;0;0;0;0;0;0;0;0;0;0;206500002010280601;2065000020102806101;20650
0;0;0;0;0;0;0;0;0;0;0;0;206500002010280701;2065000020102807101;20650
